fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,Distance
4.5,-73.96984100341797,40.76231002807617,-73.97344970703125,40.756439208984375,1,719.65
13.0,-73.979567,40.743797,-73.94789300000001,40.774767,1,4356.76
5.7,-73.96972,40.757577000000005,-73.95378199999999,40.76696,1,1701.99
8.1,-73.99378399999999,40.757054,-73.980018,40.775632,3,2367.95
8.5,-73.972338,40.765078,-73.954527,40.783833,5,2568.79
5.5,-73.979054,40.78473,-73.98297,40.775048,1,1124.85
9.7,-73.983675,40.729944,-73.992416,40.758208,1,3224.34
8.9,-73.952845,40.76812,-73.976917,40.779899,1,2416.79
7.0,-73.997807,40.745105,-73.98615,40.734672,1,1520.44
6.0,-73.953874,40.778966,-73.952112,40.791495,1,1399.27
5.3,-73.991827,40.729355,-73.99755,40.741742,1,1458.04
20.0,-74.007019,40.730269,-73.996877,40.69411,1,4105.83
13.7,-73.97881,40.728413,-73.98999,40.75974,2,3604.7
5.3,-73.970325,40.75127,-73.98174,40.739803,1,1597.19
6.5,-73.89168548583984,40.7656364440918,-73.90751647949219,40.76494216918945,1,1338.88
8.0,-74.001272,40.723302,-73.98826,40.72046,5,1143.76
11.7,-73.987863,40.738128,-73.981173,40.782553,3,4965.6
35.3,-73.885097,40.772915000000005,-74.009619,40.706373,1,12854.08
39.33,-73.863247,40.769637,-73.97672299999999,40.723965,1,10843.06
8.0,-74.00733184814453,40.73813247680664,-73.9946517944336,40.72821044921875,1,1536.67
3.3,-73.979067,40.736092,-73.97331700000001,40.738598,5,559.77
12.1,-73.949753,40.772157,-73.977645,40.757932,1,2835.75
4.9,-73.985447,40.741992,-73.976842,40.739173,1,791.36
7.7,-73.97560899999999,40.744644,-73.951296,40.774164,1,3867.97
10.5,-73.991463,40.750585,-73.959845,40.771647,1,3549.4
13.0,-73.969392,40.769332,-73.994085,40.734462,1,4398.08
13.5,-73.99886500000001,40.722962,-73.97791,40.762578000000005,1,4741.99
16.5,-73.972477,40.78109,-73.990501,40.747724,1,4005.63
20.5,-73.955477,40.764435,-74.007428,40.706037,1,7830.27
12.0,-73.992112,40.750243,-73.977398,40.752444,1,1266.42
13.5,-73.95484924316406,40.76531982421875,-73.94744110107422,40.80942916870117,1,4938.08
5.0,-73.876193,40.768335,-73.872658,40.774368,1,733.43
7.5,-73.987131,40.722570000000005,-74.00622,40.735018,2,2124.0
8.1,-73.97275,40.790705,-73.959663,40.774467,5,2114.7
11.5,-73.98013305664062,40.66467666625977,-73.96051025390625,40.631324768066406,5,4058.52
10.0,-73.966673,40.793994,-73.94913000000001,40.773416,1,2723.02
4.5,-73.98791700000001,40.738112,-73.99436899999999,40.726732,1,1376.26
10.0,-73.980362,40.76502,-73.999245,40.733445,2,3851.99
8.1,-73.992479,40.730412,-74.00806,40.741296000000006,1,1786.91
23.0,-73.99956,40.728402,-73.922802,40.699422,1,7240.41
13.3,-73.979512,40.765503,-73.992922,40.725637,1,4569.66
20.1,-73.957185,40.777467,-74.002803,40.718285,5,7618.11
12.0,-73.987787,40.728788,-73.958398,40.717255,1,2793.81
13.5,-73.99330400000001,40.727814,-73.99349699999999,40.727582,1,30.49
8.6,-73.974776,40.795081,-73.955565,40.821284000000006,4,3330.89
4.0,0.0,0.0,0.0,0.0,1,0.0
7.3,-74.001038,40.723767,-73.987735,40.719185,1,1233.76
9.0,-73.989428,40.769407,-73.964023,40.767658,2,2153.69
11.0,-73.997035,40.720552000000005,-74.00271500000001,40.749907,1,3294.96
6.0,-73.97619,40.754802000000005,-73.983355,40.741095,1,1638.02
57.33,-73.78514,40.648475,-73.986395,40.762247,1,21186.96
4.5,-73.982341,40.731501,-73.984955,40.739167,2,879.47
9.5,-73.977432,40.738333,-74.005584,40.740045,1,2385.47
12.5,-73.982325,40.76862,-73.98535799999999,40.759477,1,1047.12
5.7,-73.97998299999999,40.748483,-73.98784,40.748817,1,664.59
9.0,-73.98456,40.743452000000005,-73.99108199999999,40.72393,1,2236.8
8.5,-73.96906280517578,40.75590515136719,-73.9864501953125,40.76272583007813,1,1652.06
41.5,-73.77676,40.64539,-73.91405999999999,40.78187,1,19086.59
12.0,-73.992805,40.742625,-73.97674,40.777527,1,4106.37
6.1,-73.970428,40.761733,-73.970428,40.761733,2,0.0
8.9,-73.96972,40.763656,-73.98536700000001,40.751279,1,1906.54
4.9,-73.963732,40.757142,-73.967538,40.760547,1,496.25
4.1,0.0,0.0,0.0,0.0,2,0.0
4.5,-73.954173,40.730094,-73.955523,40.717889,1,1360.14
7.0,0.0,0.0,0.0,0.0,1,0.0
6.1,-73.992817,40.749383,-73.985253,40.760883,2,1427.9
8.5,-73.992458,40.749286,-73.974295,40.757018,1,1757.81
7.7,-73.96784699999999,40.762691,-73.990344,40.740218,1,3136.5
3.7,-73.96169300000001,40.777273,-73.956056,40.779592,1,541.07
7.3,-73.997663,40.764087,-73.991982,40.744695,2,2206.26
8.5,-74.00226500000001,40.73445,-73.982435,40.739751,1,1775.44
9.5,-73.95512,40.768702000000005,-73.967737,40.762737,1,1254.44
4.5,-73.95151899999999,40.770784,-73.957461,40.772551,1,538.66
9.3,-73.98066800000001,40.733832,-73.956053,40.775463,5,5068.9
52.0,-73.781095,40.645015,0.0,0.0,1,8647355.92
12.7,0.0,0.0,0.0,0.0,1,0.0
4.5,-73.97069499999999,40.796037,-73.967355,40.80453,1,984.36
8.1,-73.991853,40.72619,-74.003132,40.738755,1,1689.6
11.0,-73.97590799999999,40.761155,-73.95333199999999,40.791332,2,3855.18
6.5,-73.965308,40.763474,-73.948637,40.773908,1,1823.09
8.9,-73.979028,40.740459,-73.992389,40.715148,2,3028.93
7.0,-73.959176,40.763467,-73.95549399999999,40.779204,1,1775.02
13.0,-73.959975,40.776728000000006,-73.979275,40.760683,1,2414.53
16.0,-73.98236899999999,40.745685,-74.0122,40.703611,1,5308.64
3.7,-73.982228,40.762527,-73.99720699999999,40.694202,5,7692.2
45.0,-74.0008,40.720885,-73.7891,40.641735,1,19938.76
4.0,-73.963679,40.803139,-73.958907,40.809274,1,791.39
7.7,-73.988162,40.764812,-73.981189,40.742007,1,2600.04
42.8,-73.86270999999999,40.769007,-73.98881300000001,40.736763,2,11235.09
4.0,-73.982264,40.731999,-73.988087,40.727165,2,728.11
5.5,-73.966272,40.764907,-73.973088,40.758712,1,896.94
6.5,-73.95966800000001,40.773905,-73.954066,40.766767,1,923.05
3.0,-73.99289399999999,40.768344,-73.98751,40.766157,1,515.38
40.3,-73.87474,40.774055,-73.970813,40.767155,2,8147.19
23.5,-73.994062,40.74641,-73.972605,40.687470000000005,2,6791.65
4.9,-73.959868,40.779378,-73.965666,40.770991,1,1052.16
8.5,-73.968523,40.791663,-73.96171,40.764198,1,3103.73
6.9,-73.969516,40.790248,-73.95683299999999,40.779933,1,1567.86
5.3,-73.953579,40.787968,-73.953108,40.800146000000005,2,1352.95
5.7,-73.986965,40.732495,-73.97450500000001,40.740807,1,1399.9
4.9,-74.000578,40.747252,-73.99494,40.750453,1,594.2
12.1,-74.004211,40.716236,-73.989425,40.747446,2,3684.03
7.5,-73.980435,40.730532,-73.98264499999999,40.716252,1,1596.73
14.0,-73.967202,40.772352000000005,-73.98361,40.72374,1,5573.34
7.5,-73.968683,40.764786,-73.978796,40.758291,1,1117.77
4.9,-73.986752,40.76107,-73.985563,40.754703000000006,5,714.14
4.9,-73.98991,40.738491,-73.998861,40.731892,1,1052.95
6.0,-73.98180389404298,40.74488830566406,-73.99378967285155,40.73588562011719,1,1422.8
6.9,-73.98156999999999,40.759371,-73.97614300000001,40.778872,1,2213.52
23.0,-73.988976,40.760215,-73.990709,40.703064000000005,1,6348.23
19.0,-73.965524,40.762641,-73.963775,40.718667,1,4885.5
4.9,-73.988748,40.748418,-73.97627800000001,40.757883,1,1487.86
3.7,-73.97234499999999,40.754895,-73.97242,40.75292,2,219.41
8.5,-73.978167,40.729373,-73.99951300000001,40.731107,1,1813.5
5.3,-74.0038,40.751138,-74.005903,40.74054,1,1190.22
15.7,-73.99004000000001,40.757373,-73.939628,40.818608000000005,5,8021.64
12.9,-73.952259,40.769009,-73.982421,40.7216,2,5848.65
7.5,-74.00527199999999,40.718362,-73.997015,40.733397,1,1809.48
9.0,-73.968652,40.755732,-73.993427,40.752037,1,2132.04
6.9,0.0,0.0,0.0,0.0,1,0.0
17.3,-73.980787,40.76323,-74.009566,40.701953,4,7225.97
5.0,-73.97090148925781,40.76482391357422,-73.97779083251955,40.76141357421875,1,694.12
9.7,-73.975768,40.789138,-73.93996800000001,40.805448,1,3522.57
9.0,-73.98443499999999,40.760933,-73.97969,40.753496000000005,1,917.94
4.9,-73.989375,40.776498,-73.988147,40.770103000000006,5,717.69
9.0,-73.981039,40.667643,-73.971028,40.68613,2,2220.57
9.7,-73.99839,40.604328,-73.99340699999999,40.603937,1,423.97
12.5,-73.99233199999999,40.748748,-74.01414799999999,40.709102,2,4772.82
7.3,-73.993848,40.741503,-73.991512,40.758934,1,1945.72
7.5,-73.976027,40.751622,-73.962168,40.75929,1,1447.33
6.9,-73.989733,40.720451,-73.958702,40.709739,1,2879.23
11.7,-73.975748,40.749032,-73.920846,40.755412,1,4690.26
18.0,-73.919129,40.758804,-73.98486199999999,40.732772,1,6259.21
10.0,-73.97645568847656,40.73960494995117,-73.98767852783203,40.712890625,1,3114.42
11.5,-74.015422,40.716025,-73.993312,40.737696,1,3046.38
6.9,-73.97691800000001,40.747529,-73.994309,40.746436,2,1473.78
8.9,-73.98368,40.760226,-73.956973,40.777701,1,2974.92
18.5,-73.99783599999999,40.720877,-73.913392,40.744291,1,7592.44
28.5,-73.976037,40.765392,-73.87054499999999,40.773857,1,8955.89
8.0,-73.978541,40.729726,-73.981402,40.747024,1,1936.06
6.9,-73.98989300000001,40.729512,-73.974745,40.750999,1,2707.5
21.5,-73.984287,40.729157,-73.912865,40.697712,3,6972.47
9.3,-74.004685,40.740665,-73.98549,40.727663,5,2171.13
16.1,-73.98612,40.752077,-74.013768,40.715058,2,4728.03
10.5,-73.991102,40.747002,-73.97801,40.751272,1,1203.05
13.0,-73.988672,40.748612,-73.968745,40.79633,1,5559.7
16.1,-74.006618,40.744235,-73.942132,40.798838,1,8149.07
9.7,-73.97068,40.764838,-73.98676800000001,40.735632,4,3516.38
6.5,-73.981489,40.76848,-73.966258,40.789546,3,2669.41
7.3,-73.992,40.7497,-74.0014,40.7275,3,2589.99
6.0,-74.01044464111328,40.7187614440918,-74.01614379882812,40.708660125732415,3,1220.74
5.7,-73.979265,40.748929,-73.99167,40.742461,1,1270.27
7.0,-73.975925,40.74494,-73.985288,40.732046,3,1635.76
15.3,-73.99574100000001,40.76725,-73.98709699999999,40.69712,1,7822.01
7.3,-73.99090799999999,40.75119,-74.000896,40.762735,2,1534.62
6.1,-73.955145,40.78017,-73.96570200000001,40.760025,5,2408.11
5.0,-74.003394,40.741695,-74.005553,40.741127,1,192.96
6.5,-74.00780999999999,40.742732,-73.987555,40.739722,2,1743.15
25.7,-73.866162,40.77108,-73.956008,40.769328,1,7587.9
9.0,-73.96900939941406,40.76100158691406,-73.97877502441406,40.75303649902344,2,1209.3
9.5,-73.98997800000001,40.739227,-73.97064,40.75561,1,2444.84
7.3,-73.98703499999999,40.72955,-74.003445,40.738842,1,1728.08
16.5,-74.005082,40.728166,-73.954904,40.688033,1,6151.61
8.5,-74.001245,40.756992,-73.97160799999999,40.759438,1,2517.3
25.3,-73.8853,40.773,-73.945,40.776,1,5050.95
36.8,-73.985399,40.752658,-73.86159,40.768303,1,10597.69
10.5,0.0,0.0,0.0,0.0,1,0.0
8.0,-73.95735400000001,40.782973,-73.967989,40.771035,1,1601.1
9.0,-73.991943,40.735503,-74.005554,40.725766,3,1578.37
3.5,-73.996868,40.7421,-73.990236,40.739511,1,629.64
5.5,-73.960217,40.779127,-73.960972,40.774747,5,490.56
4.5,-73.982073,40.73192,-73.974488,40.736658,1,829.07
7.7,-73.967699,40.76546,-73.94620400000001,40.772833,1,1990.93
8.5,-74.010032,40.72065,-73.98719799999999,40.722615000000005,4,1941.5
4.5,-73.98764200000001,40.724433000000005,-73.97986999999999,40.734805,1,1325.79
8.5,-73.98885899999999,40.805339,-73.99365999999999,40.755721,1,5524.95
3.3,-74.002218,40.740452000000005,-73.997587,40.744062,1,560.09
5.7,-73.994744,40.750422,-73.99283100000001,40.763441,2,1454.75
7.7,-73.992266,40.749683000000005,-73.981324,40.754995,2,1096.28
6.5,-73.98625183105469,40.75554656982422,-73.98245239257811,40.74504089355469,2,1209.97
3.5,-73.9564895629883,40.78128051757813,-73.9558334350586,40.77919006347656,1,238.66
9.7,-73.987988,40.722617,-73.995366,40.749588,1,3059.25
7.5,-73.974005,40.750735,-73.996238,40.76124,1,2210.37
11.0,-73.997163,40.739915,-74.01012,40.720607,1,2407.36
4.5,-73.997504,40.747416,-73.992641,40.742703000000006,1,665.29
36.8,-73.86580500000001,40.770575,-73.97994200000001,40.7623,5,9680.47
12.0,-73.974435,40.750595,-73.975252,40.76533,1,1637.76
6.9,-73.982612,40.762977,-73.989566,40.771296,1,1094.61
33.5,-73.776842,40.645075,-73.787943,40.750053,2,11695.3
7.7,-73.96876800000001,40.799013,-73.95750799999999,40.785457,1,1780.26
8.9,-73.993617,40.762211,-73.992012,40.750051,1,1357.14
17.3,-73.969228,40.80036,-73.9919,40.740798,5,6885.72
5.3,-73.98660699999999,40.755511,-73.996414,40.753267,1,864.85
4.0,-74.005198,40.751418,-73.996759,40.747138,1,856.65
5.3,-73.96515699999999,40.769118,-73.968103,40.762445,1,781.66
4.9,-73.96316999999999,40.762419,-73.976272,40.758977,1,1170.49
9.0,-73.99574399999999,40.759126,-73.979659,40.765622,1,1537.85
7.5,-73.99391800000001,40.735707,-73.98971,40.723172,3,1436.67
9.0,-73.98084899999999,40.765269,-73.958759,40.784187,1,2809.13
41.83,-73.986807,40.761742,-73.86518000000001,40.77066,1,10316.83
15.0,-73.97912,40.724352,-73.974949,40.720288,1,572.59
43.7,-73.77693199999999,40.644992,-73.955111,40.63452,1,15117.24
22.5,-73.9717025756836,40.787052154541016,-73.97869110107422,40.72426986694336,1,6996.85
12.0,-73.975421,40.752734,-73.985827,40.762317,2,1380.08
4.9,-73.97199499999999,40.781602,-73.961915,40.78072,3,856.5
4.1,-73.98938199999999,40.730037,-73.998928,40.733912,1,914.03
8.9,-73.991085,40.719336,-73.994755,40.732278,1,1470.26
7.5,-73.9843521118164,40.74588394165039,-73.97876739501955,40.76181411743164,1,1830.82
5.5,-73.99056243896483,40.75677108764648,-73.97935485839844,40.75877380371094,1,972.18
16.5,-73.99019200000001,40.69612,-73.97703299999999,40.747478,5,5810.58
11.0,-73.97971,40.764462,-73.947019,40.780459,1,3282.2
8.0,-73.976392,40.727267,-73.992814,40.738847,1,1891.57
9.3,-73.979635,40.73514,-73.94949,40.776705,1,5271.17
8.0,-74.001583,40.735653000000006,-73.992009,40.743702,1,1205.36
9.5,-74.01324,40.713074,-74.00018,40.723724,2,1617.51
9.0,-74.00299072265625,40.7391242980957,-74.0085678100586,40.71643829345703,1,2562.93
9.5,-73.9809341430664,40.76760482788085,-73.95494842529298,40.77740478515625,1,2448.91
7.5,-74.01134499999999,40.714473,-74.00771999999999,40.726503,1,1370.57
9.5,0.0,0.0,0.0,0.0,1,0.0
20.5,-73.989202,40.758642,-73.886072,40.755452000000005,1,8715.85
6.5,-73.981905,40.749817,-73.993735,40.751587,1,1018.21
5.7,-73.95938699999999,40.774239,-73.96879399999999,40.768168,1,1041.76
6.9,-73.97939699999999,40.756206,-73.991462,40.754658,2,1033.23
6.5,-73.94539642333984,40.83356094360352,-73.93942260742188,40.84770965576172,1,1650.03
21.0,-74.00491,40.741692,-73.941784,40.716189,1,6038.18
12.1,-73.99396800000001,40.751122,-73.969413,40.800628,1,5875.44
8.5,-73.97550799999999,40.76539,-73.977183,40.75436,1,1233.01
9.5,-73.99447631835938,40.75603866577149,-73.99305725097656,40.751312255859375,1,538.37
6.1,-74.004962,40.741973,-73.988917,40.732413,5,1721.59
5.3,-73.982662,40.731105,-73.98086500000001,40.723372,1,872.05
7.0,-73.9815,40.74116,-73.9908,40.729682,1,1497.26
7.5,-73.989551,40.757346000000005,-73.974377,40.764018,1,1480.08
11.7,-73.98796800000001,40.746072,-74.00988199999999,40.710998,5,4312.5
9.0,-73.99982299999999,40.737893,-73.983522,40.725121,1,1976.83
7.3,-73.981381,40.728997,-73.976731,40.751827,2,2565.49
9.5,-74.006099,40.750108,-74.007857,40.732269,2,1986.56
10.5,-73.986042,40.747307,-73.96904599999999,40.768513,1,2757.78
6.1,-73.985093,40.75353,-73.98809200000001,40.74575,1,900.32
18.5,-73.97514699999999,40.750943,-73.94488299999999,40.688233,1,7418.46
12.0,-73.99511,40.743097,-73.995912,40.72026,5,2536.92
7.5,-73.95481872558595,40.7736701965332,-73.96896362304686,40.75623321533203,6,2275.05
27.6,-73.97876,40.750365,-73.86513000000001,40.770557,5,9853.34
13.0,-73.96587099999999,40.75432,-73.985098,40.741296000000006,1,2174.53
8.5,-73.97162800000001,40.766097,-73.986723,40.745951,1,2574.86
12.9,-73.98067900000001,40.744695,-74.00286899999999,40.720212,1,3302.37
16.0,-74.007335,40.705369,-73.977177,40.751836,1,5754.78
16.0,-74.00121999999999,40.746285,-73.95133,40.777887,2,5482.83
17.0,-73.98784599999999,40.732281,-73.95588199999999,40.776281,1,5582.17
12.9,-73.956608,40.779755,-73.951937,40.78197,1,464.73
20.5,-73.959325,40.809264,-73.981313,40.733165,1,8652.24
4.1,-73.981257,40.780787,-73.981212,40.788002,2,801.23
4.5,-74.011895,40.709027,-74.011333,40.715508,1,721.27
7.5,-73.95345,40.76726,-73.957392,40.777742,1,1210.66
13.0,-73.96786800000001,40.766365,-73.99059,40.750407,2,2611.85
4.1,-73.948576,40.789088,-73.950765,40.781145,1,901.21
14.9,-73.98105699999999,40.774488,-73.97280500000001,40.746851,1,3147.17
16.5,-74.008932,40.704517,-73.971785,40.753825,1,6311.09
17.3,-73.990257,40.686645,-73.977204,40.752119,2,7353.96
6.1,-73.957828,40.769443,-73.960148,40.777973,2,967.29
21.5,-73.98394,40.760882,-74.01276700000001,40.707322,1,6426.95
14.0,-74.004723,40.747967,-73.98213299999999,40.780659,1,4100.98
5.5,-73.984274,40.779987,-73.979685,40.771256,2,1044.1
13.5,-73.966927,40.80389,-73.99467299999999,40.76587,1,4828.16
3.7,-73.981415,40.780587,-73.976698,40.775695,2,673.56
7.7,-73.992965,40.728063,-73.988043,40.745563,1,1987.33
6.0,-73.9677505493164,40.76294708251953,-73.95633697509766,40.76762771606445,1,1094.92
29.7,-73.875149,40.774109,-73.97903000000001,40.747294,1,9263.25
8.0,-73.9914321899414,40.74817276000977,-73.98163604736328,40.75385665893555,1,1040.59
7.0,-73.971327,40.787352,-73.97089799999999,40.797709000000005,1,1150.71
13.5,-73.989065,40.718948,-73.977182,40.683483,3,4064.35
5.5,-73.944451,40.834834,-73.93391700000001,40.845127000000005,1,1447.7
6.1,-73.975573,40.749565,-73.982348,40.757442,1,1045.23
8.1,-73.98311700000001,40.761097,-73.977853,40.753377,1,965.69
10.9,-73.9877,40.722938,-73.96947800000001,40.760293,2,4424.55
10.9,0.0,0.0,0.0,0.0,5,0.0
17.3,-73.988547,40.731205,-73.912673,40.745928,1,6614.09
4.9,-73.992855,40.746986,-73.98966899999999,40.739853,1,836.57
6.1,-73.974372,40.783508000000005,-73.98269499999999,40.76277,1,2407.75
13.5,-73.973902,40.755442,-73.980554,40.782779,1,3087.27
5.5,-73.97505799999999,40.757982,-73.974182,40.751,1,778.87
5.5,-73.993646,40.762086,-73.987734,40.776308,1,1656.34
14.0,-73.97103,40.75105,-74.001,40.74652,2,2580.59
6.5,-73.976892,40.766103,-73.980017,40.783438,2,1943.04
6.9,-74.005612,40.740072,-73.995285,40.759452,1,2322.13
8.5,-73.97709499999999,40.750424,-74.002566,40.747115,3,2182.28
4.9,-73.954134,40.774891,-73.960952,40.765423,1,1198.67
46.1,-73.781915,40.644722,-74.023535,40.62103,1,20609.73
4.5,-73.95603299999999,40.777207,-73.959962,40.771287,1,736.35
7.7,-73.951183,40.770352,-73.973372,40.744043,1,3470.81
6.5,-74.007657,40.739375,-73.993175,40.744898,1,1368.33
11.7,-73.98727199999999,40.752944,-73.951289,40.785286,1,4704.11
14.5,-73.994007,40.721082,-73.95796999999999,40.774575,5,6674.63
14.5,-73.993695,40.725695,-73.916333,40.707107,5,6854.85
23.5,-73.95681,40.74845,-73.92204,40.70742,1,5421.1
8.0,-73.988523,40.693823,-73.957379,40.698915,1,2692.34
8.9,-73.98777199999999,40.74142,-73.967685,40.76098,1,2756.04
10.5,-73.934401,40.762479,-73.973036,40.758169,1,3297.23
33.33,-73.97518000000001,40.752613,-73.865788,40.770982,1,9459.33
19.3,-73.961887,40.713572,-73.915715,40.764387,1,6859.49
7.5,-73.98823399999999,40.732034000000006,-73.972413,40.751316,1,2524.0
10.1,-73.968705,40.764748,-73.981808,40.743295,2,2626.77
18.5,-73.984817,40.759055,-74.01441,40.703529,2,6653.58
7.0,-73.991382,40.75392,-73.983142,40.750887,1,773.09
14.5,-73.950265,40.775817,-73.97496,40.752235,5,3347.48
6.9,-74.002586,40.747932,-74.006777,40.730259,1,1994.24
10.0,-74.00466800000001,40.713558,-73.99404799999999,40.740832,1,3158.83
31.07,-73.871003,40.773527,-73.983975,40.760848,4,9641.65
10.5,-73.952905,40.783388,-73.987077,40.751037,1,4607.67
5.0,-73.98518100000001,40.7594,-73.987021,40.766742,1,829.99
28.9,0.0,0.0,0.0,0.0,1,0.0
10.1,-73.982407,40.753566,-73.95308299999999,40.788645,1,4615.63
45.33,-73.88564699999999,40.773157,-73.97896999999999,40.762072,1,7974.84
5.7,-73.99088,40.73458,-74.00216800000001,40.729425,5,1112.19
7.5,-73.98715,40.72098,-73.98715,40.72098,1,0.0
7.3,-73.992757,40.758267,-73.968743,40.756597,1,2036.27
21.0,-73.783188,40.648604,-73.782087,40.705102,1,6274.66
4.5,-73.9542,40.769843,-73.954837,40.779105,1,1029.95
10.0,-73.973805,40.783069,-73.984978,40.758936,1,2841.12
12.5,-73.9612,40.764967,-73.99808,40.725167,1,5407.07
7.3,-73.947547,40.783645,-73.98985,40.735655,1,6415.65
5.3,-73.989242,40.741956,-73.987725,40.7478,1,661.5
5.3,-73.970232,40.765112,-73.95914,40.771755,1,1192.14
10.9,-73.98658,40.750958,-73.947115,40.778242,1,4503.73
13.3,-73.968947,40.672442,-73.95316,40.708477,1,4218.25
4.5,-73.971385,40.781482,-73.96406800000001,40.777115,1,785.3
15.7,-73.978678,40.761525,-74.009907,40.721295,6,5188.06
24.5,-73.96130500000001,40.768857,-73.98729,40.733192,1,4527.88
5.0,-73.877987,40.736462,-73.887283,40.727197,1,1294.31
8.5,-73.950479,40.779765000000005,-73.972664,40.780882,1,1876.83
9.3,-73.970665,40.788528,-73.98401,40.764732,1,2872.66
18.1,-73.865993,40.770792,-73.957773,40.7448,1,8270.17
5.0,-73.97359,40.764867,-73.981628,40.772095,5,1051.11
11.7,-73.95893199999999,40.777969,-73.99589,40.769157,1,3269.94
7.3,-74.0004,40.7274,-73.9869,40.751,1,2858.08
14.0,-73.970115,40.748913,-73.972903,40.761325,1,1398.31
4.9,-73.976124,40.744547,-73.974132,40.737645,1,784.71
15.3,-73.98097800000001,40.765137,-73.936386,40.736224,1,4948.81
13.3,-73.948332,40.781368,-73.990077,40.740207,1,5772.17
4.0,-73.952442,40.772792,-73.946283,40.781075,1,1056.6
4.1,-74.00496899999999,40.739945,-74.008269,40.733525,2,765.49
4.5,-73.96025848388672,40.77888488769531,-73.953125,40.78876876831055,2,1251.92
8.5,-73.98469,40.76194,-73.970118,40.789398,1,3288.0
5.0,-73.994745,40.731707,-73.987577,40.733027,3,623.0
6.0,-73.99153900146483,40.72689056396485,-73.9947280883789,40.718788146972656,5,939.24
13.7,-74.01146800000001,40.714986,-73.987225,40.759536,1,5354.29
7.3,-73.981768,40.749352,-73.992122,40.739357,5,1413.04
3.5,-73.95102800000001,40.78573,-73.953775,40.781957,1,478.87
6.0,-74.002445,40.739897,-73.993827,40.754762,1,1804.08
14.9,-74.00548,40.727773,-73.993307,40.66521,1,7023.27
6.0,-73.9516372680664,40.77798080444336,-73.9419174194336,40.78711318969727,1,1304.48
6.5,-73.954185,40.8065,-73.957432,40.821095,5,1643.77
37.5,-73.782188,40.64473,-73.77164300000001,40.7159,1,7953.39
6.5,-74.00438,40.724575,-73.987617,40.732573,3,1671.6
6.5,-73.95931999999999,40.763322,-73.968637,40.787532,5,2801.2
6.5,-73.989438,40.735868,-73.984241,40.724892,1,1295.53
4.1,-73.989847,40.74648,-73.98317,40.75635,2,1232.6
10.1,-73.981995,40.744747,-73.982977,40.76626,2,2390.44
4.0,-73.982845,40.728031,-73.98784,40.728491,1,425.06
5.7,-73.95885200000001,40.778247,-73.96939300000001,40.763748,1,1839.68
33.3,-73.885276,40.773008,-73.974499,40.758328000000006,1,7707.69
6.5,-74.005657,40.741123,-73.996358,40.732047,5,1277.81
10.1,-74.007258,40.708758,-73.994258,40.744368,1,4104.12
8.5,-73.985465,40.738447,-73.993605,40.736107,1,735.04
12.5,-73.991644,40.754662,-73.948628,40.775698,1,4318.37
5.5,-73.96633911132812,40.76491165161133,-73.9615707397461,40.77714157104492,1,1416.54
5.5,-73.97365500000001,40.761347,-73.978027,40.762687,1,398.02
8.5,-73.93983,40.750237,-73.952974,40.758236,1,1421.65
4.5,-73.960985,40.772173,-73.96744699999999,40.768592,5,675.11
49.83,-73.991162,40.755877000000005,-73.99600000000001,40.608832,1,16334.14
11.7,-73.984717,40.757117,-73.9958,40.769398,1,1653.98
4.5,-73.965958,40.766243,-73.966192,40.758675,1,840.65
6.1,-73.962385,40.767317,-73.97045200000001,40.762038,5,898.66
17.0,-74.00894165039062,40.7112693786621,-73.98445892333984,40.74290084838867,1,4076.34
13.0,-73.991365,40.750347,-74.005637,40.740165000000005,1,1652.71
5.3,-74.006852,40.71949,-74.015035,40.711397,1,1133.92
10.1,-73.979373,40.785383,-73.94739,40.781442,1,2734.93
13.7,-73.991937,40.727105,-73.94936700000001,40.744305,5,4071.7
10.0,-73.946465,40.772607,-73.96006,40.776227,1,1216.08
19.5,-73.99725600000001,40.688702,-73.95014499999999,40.656487,1,5353.88
11.5,-73.95417022705078,40.76408767700195,-73.98851776123048,40.7641716003418,1,2900.13
10.0,-73.98015,40.738699,-73.985738,40.763084,4,2748.74
6.5,-73.980106,40.739031,-73.968932,40.75037,1,1573.59
6.5,-73.97261400000001,40.755138,-73.96656999999999,40.772362,2,1979.62
29.47,-73.969382,40.758797,-73.870593,40.773818,1,8506.08
5.5,-73.977455,40.764282,-73.96654699999999,40.75742,1,1195.42
6.0,-73.97303199999999,40.759002,-73.961652,40.774082,1,1930.69
52.0,-73.986783,40.722265,-73.789753,40.646986,1,18636.03
8.1,-73.986162,40.76724,-73.991105,40.749682,5,1993.98
5.0,-74.00788,40.740605,-74.00288,40.739122,6,453.3
19.3,-73.982908,40.763542,-73.95043000000001,40.777295,1,3138.65
8.5,-73.98536700000001,40.731997,-73.95899,40.761027,1,3918.58
12.5,-73.97205799999999,40.786727,-73.97633,40.745187,4,4627.07
18.9,-74.01428299999999,40.714299,-73.969095,40.761214,2,6458.45
7.3,-73.97322199999999,40.754835,-73.97341,40.759748,1,545.82
6.9,-73.977363,40.746712,-73.95983000000001,40.770765,5,3053.93
13.5,-73.996057,40.716024,-73.981674,40.754325,3,4423.4
12.5,-73.976277,40.785932,-73.969328,40.753922,1,3602.78
13.5,-73.985173,40.738902,-73.96977700000001,40.766158,1,3294.19
